Name,Release_Year,Description,Minimum_Players,Maximum_Players,Minimum_Time,Maximum_Time,Age_Rating,Complexity_Score,BGG_Rating,Game_Categories,Game_Mechanics,BGG_Rank,Complexity_Category
Specter Ops,2015,Hide or hunt in this tactical game of cat and mouse!,2,5,60,120,9,2.4,7.16,"['deduction', 'fighting', 'miniatures', 'science-fiction', 'spies-secret-agents']","['dice-rolling', 'grid-movement', 'hidden-movement', 'movement-points', 'once-per-game-abilities', 'secret-unit-deployment', 'square-grid', 'team-based-game', 'variable-player-powers']",833,Medium
Century: Eastern Wonders,2018,Explore the high seas to establish new spice trading networks among the islands.,2,4,30,45,8,2.1,7.11,['nautical'],"['contracts', 'grid-movement', 'modular-board', 'pick-up-and-deliver', 'point-to-point-movement', 'set-collection']",834,Medium
Between Two Cities,2015,Build a shared city with each of your neighbours. Can you make both thrive?,1,7,5,45,14,1.8,6.98,"['city-building', 'negotiation']","['closed-drafting', 'highest-lowest-scoring', 'neighbor-scope', 'set-collection', 'simultaneous-action-selection', 'solo-solitaire-game', 'tile-placement']",835,Light
Warhammer Quest: The Adventure Card Game,2015,"Roll dice, pick skills, & smash vermin in a grim & dark narrative adventure.",1,4,30,60,14,2.7,7.31,"['adventure', 'card-game', 'exploration', 'fantasy', 'fighting']","['action-retrieval', 'cooperative-game', 'dice-rolling', 'role-playing', 'solo-solitaire-game', 'variable-player-powers']",836,Medium
The Networks,2016,"TV executives compete for stars, shows, and ads to ensure their network is #1.",1,5,60,90,13,2.6,7.14,"['economic', 'humor', 'movies-tv-radio-theme']","['end-game-bonuses', 'income', 'open-drafting', 'set-collection', 'solo-solitaire-game', 'turn-order-stat-based']",837,Medium
Roll Player Adventures,2021,Choose wisely in this RPG style adventure — every decision has lasting consequences.,1,4,90,150,14,2.4,8.17,"['adventure', 'dice', 'exploration', 'fantasy']","['campaign-battle-card-driven', 'cooperative-game', 'dice-rolling', 'narrative-choice-paragraph', 'paper-and-pencil', 'scenario-mission-campaign-game', 'storytelling']",838,Medium
Tiny Epic Dungeons,2021,A classic dungeon crawler in Tiny Epic form!,1,4,30,60,14,3.1,7.47,"['adventure', 'dice', 'exploration', 'fantasy', 'fighting']","['cooperative-game', 'dice-rolling', 'finale-ending', 'modular-board', 'solo-solitaire-game', 'tile-placement', 'variable-player-powers', 'variable-set-up']",839,Medium
Moonrakers,2020,Mercenaries fight for sovereignty of the galaxy's outlaw coalition - The Moonrakers.,1,5,60,120,14,2.5,7.72,"['card-game', 'science-fiction']","['action-points', 'deck-bag-and-pool-building', 'dice-rolling', 'hand-management', 'negotiation', 'trading']",840,Medium
New Frontiers,2018,Select an action for all that gives you the edge in building the best space empire.,2,5,45,75,14,3.0,7.41,"['science-fiction', 'space-exploration']","['action-drafting', 'follow', 'increase-value-of-unchosen-resources', 'open-drafting', 'race', 'turn-order-claim-action', 'variable-phase-order', 'variable-player-powers']",841,Medium
Vegas Showdown,2005,"Bid on restaurants, slots & lounges to build the best hotel/casino in all of Vegas!",3,5,55,95,12,2.4,7.15,['economic'],"['auction-bidding', 'auction-dutch', 'auction-fixed-placement', 'income', 'network-and-route-building', 'tile-placement']",842,Medium
Dogs of War,2014,"Worker Placement meets Tug of War as you influence multiple battles, also hats.",3,5,55,95,14,2.6,7.53,"['abstract-strategy', 'fantasy', 'negotiation', 'renaissance', 'wargame']","['area-majority-influence', 'hand-management', 'tug-of-war', 'variable-player-powers', 'worker-placement']",843,Medium
Detective Club,2018,Come up with an explanation for your surreal cards to hide your secret role.,4,8,25,65,8,1.2,7.37,"['bluffing', 'card-game', 'deduction', 'humor', 'party-game']","['roles-with-asymmetric-information', 'storytelling', 'targeted-clues', 'team-based-game', 'voting']",844,Light
Perudo,1800,"Roll dice, take a chance, and bluff your way to victory in this game of luck!",2,6,15,30,8,1.3,6.92,"['childrens-game', 'dice', 'movies-tv-radio-theme', 'party-game']","['betting-and-bluffing', 'dice-rolling', 'player-elimination']",845,Light
Reef,2018,"Grow your reef, and arrange it beautifully on your seafloor to score more points.",2,4,30,45,8,1.8,7.01,"['abstract-strategy', 'animals']","['hand-management', 'layering', 'pattern-building', 'tile-placement']",846,Light
Advanced Squad Leader: Starter Kit #1,2004,"Ease yourself into Advanced Squad Leader, the wargame of all wargames.",2,2,100,140,13,3.8,7.85,"['wargame', 'world-war-ii']","['dice-rolling', 'hexagon-grid', 'line-of-sight']",847,Medium
Rhino Hero: Super Battle,2017,Build sprawling cardboard towers and see how heroes climb up to then duel clumsily.,2,4,10,20,5,1.1,7.23,"['action-dexterity', 'animals', 'childrens-game']","['dice-rolling', 'single-loser-game', 'stacking-and-balancing']",848,Light
Yspahan,2006,Take dice from the tower to stock souks with goods and manipulate the camel train.,2,4,45,60,8,2.4,7.06,"['dice', 'economic']","['action-drafting', 'area-majority-influence', 'dice-rolling']",849,Medium
New York Zoo,2020,"Build animal enclosures, introduce new animals to your zoo, and breed offspring.",1,5,30,60,10,2.0,7.04,"['abstract-strategy', 'animals', 'puzzle']","['automatic-resource-growth', 'grid-coverage', 'modular-board', 'race', 'rondel', 'tile-placement']",850,Light
Azul: Master Chocolatier,2022,Join the best chocolate makers of the world.,2,4,30,45,8,1.8,7.88,"['abstract-strategy', 'puzzle']","['end-game-bonuses', 'open-drafting', 'pattern-building', 'tile-placement', 'turn-order-claim-action']",851,Light
Civolution,2024,Manage the countless possibilities of evolving your civilization.,1,4,90,180,14,4.2,8.26,"['civilization', 'dice', 'economic', 'exploration', 'science-fiction']","['area-movement', 'dice-rolling', 'events', 'hand-management', 'income', 'modular-board', 'open-drafting', 'pattern-building', 'tech-trees-tech-tracks', 'track-movement', 'variable-set-up']",852,Heavy
Khôra: Rise of an Empire,2021,"In Ancient Greece, develop your city-state faster and better than your opponents!",2,4,55,95,14,2.7,7.4,"['ancient', 'city-building', 'economic']","['dice-rolling', 'income', 'investment', 'open-drafting', 'race', 'simultaneous-action-selection', 'tech-trees-tech-tracks']",853,Medium
Middle-Earth Quest,2009,A game of adventure and conflict set in the time of the creation of the Fellowship.,2,4,160,200,13,3.5,7.4,"['adventure', 'exploration', 'fantasy', 'novel-based']","['hand-management', 'point-to-point-movement', 'team-based-game', 'variable-player-powers']",854,Medium
Blue Moon City,2006,Rebuild the city and call dragons to maximize your contribution to the tower.,2,4,30,50,14,2.3,7.04,"['city-building', 'fantasy']","['area-majority-influence', 'grid-movement', 'hand-management', 'modular-board', 'set-collection']",855,Medium
Eminent Domain,2011,"Survey planets, trade resources, and gain tech as your deck learns and grows.",2,4,25,65,10,2.5,6.98,"['card-game', 'civilization', 'science-fiction', 'space-exploration']","['deck-bag-and-pool-building', 'delayed-purchase', 'follow', 'hand-management', 'income', 'layering', 'market', 'open-drafting', 'tags', 'variable-phase-order']",856,Medium
Deep Sea Adventure,2014,2-6 Treasure Hunters share the same submarine. Who will prevail?,2,6,10,50,8,1.2,6.9,"['dice', 'exploration', 'nautical', 'party-game']","['pick-up-and-deliver', 'push-your-luck', 'roll-spin-and-move']",857,Light
CO₂: Second Chance,2018,Work together to create green energy sources to reduce the global carbon footprint.,1,4,60,120,12,4.1,7.5,"['economic', 'environmental', 'industry-manufacturing']","['area-majority-influence', 'cooperative-game', 'market', 'open-drafting', 'semi-cooperative-game', 'solo-solitaire-game', 'tile-placement', 'worker-placement']",858,Heavy
Thunderstone Advance: Towers of Ruin,2012,Defeat an ancient evil protecting and feeding on a thunderstone.,1,5,25,65,12,2.7,7.32,"['card-game', 'fantasy']","['deck-bag-and-pool-building', 'hand-management', 'open-drafting']",859,Medium
Blokus,2000,Fit your tiles on a shared board with not enough space for everyone.,2,4,5,40,7,1.7,6.86,"['abstract-strategy', 'territory-building']","['chaining', 'enclosure', 'grid-coverage', 'hand-management', 'square-grid', 'tile-placement']",860,Light
Finca,2009,Use your farmers to acquire produce then deliver it where those goods are needed.,2,5,25,65,10,2.1,7.07,"['economic', 'farming']","['contracts', 'mancala', 'once-per-game-abilities', 'rondel', 'set-collection']",861,Medium
Undaunted: Stalingrad,2022,Lead your stalwart troops to victory in World War II's most infamous city.,2,2,45,75,10,2.6,8.61,"['wargame', 'world-war-ii']","['deck-bag-and-pool-building', 'dice-rolling', 'hexagon-grid', 'modular-board', 'scenario-mission-campaign-game', 'simulation']",862,Medium
Wallenstein,2002,"Plan your strategy to control central Europe, but don't forget to feed your armies!",3,5,130,170,12,3.3,7.46,"['economic', 'pike-and-shot', 'territory-building', 'wargame']","['action-points', 'action-queue', 'area-majority-influence', 'area-movement', 'cube-tower', 'simulation', 'simultaneous-action-selection', 'variable-phase-order']",863,Medium
Paris: La Cité de la Lumière,2019,Players compete for their moment in the light by placing oddly shaped building tiles.,2,2,10,50,8,2.0,7.26,"['abstract-strategy', 'puzzle', 'territory-building']","['action-drafting', 'area-majority-influence', 'grid-coverage', 'layering', 'open-drafting', 'square-grid', 'tile-placement']",864,Light
Wizard,1984,"Predict how many tricks you'll win, with the help of Wizards and Jesters.",3,6,25,65,10,1.7,6.98,"['card-game', 'fantasy']","['betting-and-bluffing', 'hand-management', 'predictive-bid', 'trick-taking']",865,Light
Disney Villainous: The Worst Takes it All,2018,Rule your realm and rewrite your tale to be the best at being the Worst.,2,6,45,120,10,2.5,6.94,"['card-game', 'fantasy', 'medieval', 'movies-tv-radio-theme', 'mythology', 'novel-based', 'pirates']","['hand-management', 'take-that', 'variable-player-powers']",866,Medium
The Pursuit of Happiness,2015,"Live your life to the fullest! Start relationships, careers, hobbies, and many more.",1,4,60,90,12,2.6,7.17,['economic'],"['end-game-bonuses', 'income', 'open-drafting', 'simulation', 'solo-solitaire-game', 'turn-order-stat-based', 'variable-player-powers', 'worker-placement']",867,Medium
Warhammer: Invasion,2009,Resource management is vital in this clash of several races in the Warhammer universe,2,2,25,65,13,2.7,7.24,"['card-game', 'collectible-components', 'fantasy', 'fighting', 'mythology']","['hand-management', 'variable-player-powers']",868,Medium
Shipyard,2009,Build ships that best match your objectives and send them on test runs for points.,2,4,100,140,11,3.5,7.34,"['economic', 'industry-manufacturing', 'nautical']","['contracts', 'end-game-bonuses', 'modular-board', 'open-drafting', 'rondel', 'set-collection', 'tile-placement']",869,Medium
878 Vikings: Invasions of England,2017,Scramble to defend your home as the English or gamble on invasion as the Vikings.,2,4,60,120,12,2.6,7.49,"['educational', 'medieval', 'miniatures', 'wargame']","['area-majority-influence', 'area-movement', 'campaign-battle-card-driven', 'command-cards', 'dice-rolling', 'die-icon-resolution', 'sudden-death-ending', 'team-based-game', 'turn-order-random', 'variable-player-powers', 'variable-set-up']",870,Medium
Circadians: First Light,2019,Open negotiations and build coalitions with new species in space.,1,4,60,90,12,3.4,7.55,"['dice', 'science-fiction', 'space-exploration']","['contracts', 'dice-rolling', 'events', 'secret-unit-deployment', 'set-collection', 'variable-player-powers', 'worker-placement', 'worker-placement-with-dice-workers']",871,Medium
Kanagawa,2016,Harmonize Japan's nature and culture to paint the most beautiful landscape.,2,4,25,65,10,2.0,7.02,"['animals', 'card-game']","['hand-management', 'open-drafting', 'pattern-building', 'push-your-luck', 'set-collection', 'turn-order-claim-action', 'worker-placement']",872,Light
Blue Lagoon,2018,Explore an unsettled archipelago and connect your villages by land and sea...twice!,2,4,30,45,8,2.0,7.21,['abstract-strategy'],"['area-majority-influence', 'chaining', 'connections', 'end-game-bonuses', 'hexagon-grid', 'network-and-route-building', 'score-and-reset-game', 'set-collection', 'variable-set-up']",873,Light
Incan Gold,2005,How deep into a dangerous mine dare you explore before leaving with your riches?,3,8,10,50,8,1.1,6.84,"['adventure', 'bluffing', 'exploration']","['move-through-deck', 'push-your-luck', 'score-and-reset-game', 'simultaneous-action-selection']",874,Light
Ricochet Robots,1999,Be the first to solve a spatial puzzle using hard-controlled robots to win!,1,99,10,50,10,2.4,7.03,"['abstract-strategy', 'maze', 'puzzle', 'real-time']","['grid-movement', 'modular-board', 'real-time', 'square-grid', 'turn-order-stat-based', 'variable-set-up']",875,Medium
Caverna: Cave vs Cave,2017,"Excavate, dig and mine your way to victory in this 2 player version of the original.",1,2,20,40,10,2.6,7.09,"['economic', 'fantasy', 'farming']","['tile-placement', 'worker-placement']",876,Medium
Tumblin' Dice,2004,Flick and push dice down wooden platforms and knock out the competition to win!,1,6,20,45,7,1.0,7.25,"['action-dexterity', 'dice', 'party-game']","['dice-rolling', 'flicking']",877,Light
Crown of Emara,2018,Win the crown and succeed the King of Emara!,1,4,45,75,12,3.1,7.38,"['economic', 'medieval']","['action-queue', 'contracts', 'events', 'hand-management', 'highest-lowest-scoring', 'modular-board', 'rondel', 'solo-solitaire-game', 'worker-placement']",878,Medium
Disney Villainous: Perfectly Wretched,2020,The cruelest of them all have come to conquer the spotlight.,2,3,40,60,10,2.3,7.6,"['card-game', 'fantasy', 'movies-tv-radio-theme']","['hand-management', 'take-that', 'variable-player-powers']",879,Medium
Dice Hospital,2018,Hire staff and upgrade your facility to best treat and discharge your patients.,1,4,45,90,10,2.3,7.11,"['dice', 'medical']","['action-drafting', 'action-points', 'dice-rolling', 'hexagon-grid', 'i-cut-you-choose', 'modular-board', 'solo-solitaire-game', 'variable-phase-order']",880,Medium
Railroad Ink: Blazing Red Edition,2018,Build a network of rails and roads throughout a fiery landscape.,1,6,20,30,8,1.5,7.08,"['dice', 'trains']","['bingo', 'connections', 'dice-rolling', 'line-drawing', 'network-and-route-building', 'paper-and-pencil', 'simultaneous-action-selection', 'solo-solitaire-game']",881,Light
Clever Cubed,2020,"Draft dice to mark numbers on your scoresheet, comboing bonuses to power your points.",1,4,10,50,14,2.4,7.48,"['dice', 'number']","['dice-rolling', 'paper-and-pencil', 're-rolling-and-locking', 'solo-solitaire-game']",882,Medium
